ipo_id,stock_code,company_name_zh,listing_chapter,db_l1,db_l2,db_l3,inferred_l1,inferred_l2,inferred_l3,inferred_bids,n_hits,status
HK_9903_HK_2026,9903.HK,天数智芯,main_board_profitable,资讯科技业,半导体,半导体Ⅲ,资讯科技业,半导体,半导体,011002005003001,1,MISMATCH
HK_2513_HK_2026,2513.HK,智谱,18c_commercial,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2675_HK_2026,2675.HK,精锋医疗-B,18a,医疗保健业,其他医疗保健,医疗设备及用品,医疗保健业,其他医疗保健,医疗设备及用品,011002022002001,1,OK
HK_3636_HK_2026,3636.HK,金浔资源,main_board_profitable,原材料业,一般金属及矿石,铜,原材料业,一般金属及矿石,铜,011002009005002,1,OK
HK_0100_HK_2026,0100.HK,MINIMAX-W,18c_commercial,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_6938_HK_2026,6938.HK,瑞博生物-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_0501_HK_2026,0501.HK,豪威集团,a_plus_h,资讯科技业,半导体,半导体Ⅲ,资讯科技业,半导体,半导体,011002005003001,1,MISMATCH
HK_3986_HK_2026,3986.HK,兆易创新,a_plus_h,资讯科技业,半导体,半导体Ⅲ,资讯科技业,半导体,半导体,011002005003001,1,MISMATCH
HK_1641_HK_2026,1641.HK,红星冷链,main_board_profitable,地产建筑业,地产,地产投资,地产建筑业,地产,地产投资,011002004001003,1,OK
HK_9611_HK_2026,9611.HK,龙旗科技,a_plus_h,资讯科技业,资讯科技器材,消费性电讯设备,资讯科技业,资讯科技器材,消费性电讯设备,011002005002001,1,OK
HK_1768_HK_2026,1768.HK,鸣鸣很忙,main_board_profitable,必需性消费,食物饮品,包装食品,必需性消费,食物饮品,包装食品,011002021001001,1,OK
HK_9980_HK_2026,9980.HK,东鹏饮料,a_plus_h,必需性消费,食物饮品,非酒精饮料,必需性消费,食物饮品,非酒精饮料,011002021001003,1,OK
HK_2768_HK_2026,2768.HK,国恩科技,a_plus_h,原材料业,原材料,特殊化工用品,原材料业,原材料,特殊化工用品,011002009003004,1,OK
HK_2714_HK_2026,2714.HK,牧原股份,a_plus_h,必需性消费,农业产品,禽畜肉类,必需性消费,农业产品,禽畜肉类,011002021002001,1,OK
HK_3200_HK_2026,3200.HK,大族数控,a_plus_h,工业,工业工程,工业零件及器材,工业,工业工程,工业零件及器材,011002018001002,1,OK
HK_2677_HK_2026,2677.HK,卓正医疗,main_board_profitable,医疗保健业,其他医疗保健,医疗及医学美容服务,医疗保健业,其他医疗保健,医疗及医学美容服务,011002022002002,1,OK
HK_6809_HK_2026,6809.HK,澜起科技,a_plus_h,资讯科技业,半导体,半导体Ⅲ,资讯科技业,半导体,半导体,011002005003001,1,MISMATCH
HK_2720_HK_2026,2720.HK,乐欣户外,main_board_profitable,非必需性消费,家庭电器及用品,玩具及消闲用品,非必需性消费,家庭电器及用品,玩具及消闲用品,011002020002003,1,OK
HK_0600_HK_2026,0600.HK,爱芯元智,main_board_profitable,资讯科技业,半导体,半导体Ⅲ,资讯科技业,半导体,半导体,011002005003001,1,MISMATCH
HK_0470_HK_2026,0470.HK,先导智能,a_plus_h,工业,工业工程,工业零件及器材,工业,工业工程,工业零件及器材,011002018001002,1,OK
HK_9981_HK_2026,9981.HK,沃尔核材,a_plus_h,工业,工业工程,工业零件及器材,工业,工业工程,工业零件及器材,011002018001002,1,OK
HK_2706_HK_2026,2706.HK,海致科技集团,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2715_HK_2026,2715.HK,埃斯顿,a_plus_h,工业,工业工程,重型机械,工业,工业工程,重型机械,011002018001004,1,OK
HK_2692_HK_2026,2692.HK,兆威机电,a_plus_h,工业,工业工程,工业零件及器材,工业,工业工程,工业零件及器材,011002018001002,1,OK
HK_2649_HK_2026,2649.HK,优乐赛共享,main_board_profitable,工业,工用支援,印刷及包装,工业,工用支援,印刷及包装,011002018003002,1,OK
HK_3268_HK_2026,3268.HK,美格智能,a_plus_h,资讯科技业,资讯科技器材,消费性电讯设备,资讯科技业,资讯科技器材,消费性电讯设备,011002005002001,1,OK
HK_7489_HK_2026,7489.HK,岚图汽车,main_board_profitable,非必需性消费,汽车,汽车Ⅲ,非必需性消费,汽车,汽车,011002020001001,1,MISMATCH
HK_1989_HK_2026,1989.HK,广合科技,a_plus_h,工业,工业工程,电子零件,工业,工业工程,电子零件,011002018001007,1,OK
HK_3355_HK_2026,3355.HK,飞速创新,main_board_profitable,资讯科技业,软件服务,互联网服务及基础设施,资讯科技业,半导体,互联网服务及基础设施,011002HS702025,1,OK
HK_2701_HK_2026,2701.HK,国民技术,a_plus_h,资讯科技业,半导体,半导体Ⅲ,资讯科技业,半导体,半导体,011002005003001,1,MISMATCH
HK_2729_HK_2026,2729.HK,凯乐士科技,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2632_HK_2026,2632.HK,泽景股份,main_board_profitable,非必需性消费,汽车,汽车零件,非必需性消费,汽车,汽车零件,011002020001002,1,OK
HK_2726_HK_2026,2726.HK,瀚天天成,main_board_profitable,资讯科技业,半导体,半导体设备与材料,资讯科技业,半导体,半导体设备与材料,011002005003002,1,OK
HK_1021_HK_2026,1021.HK,华沿机器人,18c_commercial,工业,工业工程,工业零件及器材,工业,工业工程,工业零件及器材,011002018001002,1,OK
HK_6636_HK_2026,6636.HK,极视角,18c_commercial,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2526_HK_2026,2526.HK,德适-B,18a,医疗保健业,其他医疗保健,医疗设备及用品,医疗保健业,其他医疗保健,医疗设备及用品,011002022002001,1,OK
HK_0664_HK_2026,0664.HK,铜师傅,main_board_profitable,非必需性消费,家庭电器及用品,玩具及消闲用品,非必需性消费,家庭电器及用品,玩具及消闲用品,011002020002003,1,OK
HK_3625_HK_2026,3625.HK,傅里叶,18c_commercial,资讯科技业,半导体,半导体Ⅲ,资讯科技业,半导体,半导体,011002005003001,1,MISMATCH
HK_6656_HK_2026,6656.HK,思格新能,main_board_profitable,工业,工业工程,能源储存装置,工业,工业工程,能源储存装置,011002018001008,1,OK
HK_0068_HK_2026,0068.HK,MANYCORE TECH,main_board_profitable,资讯科技业,软件服务,应用软件,资讯科技业,软件服务,应用软件,011002005001003,1,OK
HK_3277_HK_2026,3277.HK,长光辰芯,main_board_profitable,工业,工业工程,电子零件,工业,工业工程,电子零件,011002018001007,1,OK
HK_2476_HK_2026,2476.HK,胜宏科技,a_plus_h,工业,工业工程,电子零件,工业,工业工程,电子零件,011002018001007,1,OK
HK_3296_HK_2026,3296.HK,华勤技术,a_plus_h,资讯科技业,资讯科技器材,消费性电讯设备,资讯科技业,资讯科技器材,消费性电讯设备,011002005002001,1,OK
HK_2493_HK_2026,2493.HK,迈威生物-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_1879_HK_2026,1879.HK,曦智科技-P,18c_precommercial,资讯科技业,半导体,半导体设备与材料,资讯科技业,半导体,半导体设备与材料,011002005003002,1,OK
HK_6810_HK_2026,6810.HK,商米科技-W,main_board_profitable,资讯科技业,资讯科技器材,电脑及周边器材,资讯科技业,资讯科技器材,电脑及周边器材,011002005002002,1,OK
HK_1609_HK_2026,1609.HK,天星医疗,main_board_profitable,医疗保健业,其他医疗保健,医疗设备及用品,医疗保健业,其他医疗保健,医疗设备及用品,011002022002001,1,OK
HK_1187_HK_2026,1187.HK,可孚医疗,a_plus_h,医疗保健业,其他医疗保健,医疗设备及用品,医疗保健业,其他医疗保健,医疗设备及用品,011002022002001,1,OK
